COD_ENTE;MUN;NUM_ANO;NUM_PERI;COD_INDI;COD_EXIB;VAL_INDI
3165552;Setubinha;2015;1;24;1.1;25.22
3165552;Setubinha;2015;1;28;2.1;2.88
3165552;Setubinha;2015;1;29;2.2;81.48
3165552;Setubinha;2015;1;30;2.3;0.0
3165552;Setubinha;2015;1;31;2.4;9.65
3165552;Setubinha;2015;1;32;2.5;85.65
3165552;Setubinha;2015;1;33;2.6;0.0
3165552;Setubinha;2015;1;34;2.7;0.0
3165552;Setubinha;2015;1;35;2.8;30.77
3165552;Setubinha;2015;1;36;2.9;0.63
3165552;Setubinha;2015;1;38;3.1;0.0
3165552;Setubinha;2015;1;39;3.2;98.32
3165552;Setubinha;2015;1;42;3.5;30.98
3165552;Setubinha;2015;1;43;3.6;18.19
3165552;Setubinha;2015;1;44;4.1;2149.51
3165552;Setubinha;2015;1;45;4.2;9340.76
3165552;Setubinha;2015;1;46;4.3;0.0
3165552;Setubinha;2015;1;47;2.10;0.0
3165552;Setubinha;2015;1;48;2.11;98.79
3165552;Setubinha;2015;1;49;2.12;1.2
3165552;Setubinha;2015;1;52;4.4;0.0
3165552;Setubinha;2015;1;53;4.5;0.0
3165552;Setubinha;2015;1;54;4.6;0.0
3165552;Setubinha;2015;1;55;4.7;0.0
3165552;Setubinha;2015;1;56;4.8;6977.14
3165552;Setubinha;2015;1;57;4.9;6977.14
3165552;Setubinha;2015;1;58;4.10;2282.66
3165552;Setubinha;2015;1;59;4.11;1340.63
3165552;Setubinha;2015;1;60;4.12;0.0
3165552;Setubinha;2015;1;67;1.2;77.11
3165552;Setubinha;2015;1;68;1.3;22.89
3165552;Setubinha;2015;1;73;5.5;0.8
3165552;Setubinha;2015;1;82;5.3;99.2
3165552;Setubinha;2015;1;84;4.14;1400.0
3165552;Setubinha;2015;1;85;4.15;2320.03
3165552;Setubinha;2016;1;24;1.1;27.28
3165552;Setubinha;2016;1;28;2.1;4.05
3165552;Setubinha;2016;1;29;2.2;78.11
3165552;Setubinha;2016;1;30;2.3;0.0
3165552;Setubinha;2016;1;31;2.4;9.4
3165552;Setubinha;2016;1;32;2.5;42.93
3165552;Setubinha;2016;1;33;2.6;0.0
3165552;Setubinha;2016;1;34;2.7;0.0
3165552;Setubinha;2016;1;35;2.8;36.26
3165552;Setubinha;2016;1;36;2.9;1.16
3165552;Setubinha;2016;1;38;3.1;0.0
3165552;Setubinha;2016;1;39;3.2;95.61
3165552;Setubinha;2016;1;42;3.5;23.61
3165552;Setubinha;2016;1;43;3.6;21.9
3165552;Setubinha;2016;1;44;4.1;2491.95
3165552;Setubinha;2016;1;45;4.2;7079.08
3165552;Setubinha;2016;1;46;4.3;0.0
3165552;Setubinha;2016;1;47;2.10;0.0
3165552;Setubinha;2016;1;48;2.11;90.96
3165552;Setubinha;2016;1;49;2.12;9.03
3165552;Setubinha;2016;1;52;4.4;0.0
3165552;Setubinha;2016;1;53;4.5;0.0
3165552;Setubinha;2016;1;54;4.6;0.0
3165552;Setubinha;2016;1;55;4.7;0.0
3165552;Setubinha;2016;1;56;4.8;5320.06
3165552;Setubinha;2016;1;57;4.9;5320.06
3165552;Setubinha;2016;1;58;4.10;2429.23
3165552;Setubinha;2016;1;59;4.11;2252.62
3165552;Setubinha;2016;1;60;4.12;0.0
3165552;Setubinha;2016;1;67;1.2;69.18
3165552;Setubinha;2016;1;68;1.3;29.77
3165552;Setubinha;2016;1;73;5.5;1.3
3165552;Setubinha;2016;1;82;5.3;98.7
3165552;Setubinha;2016;1;84;4.14;1400.0
3165552;Setubinha;2016;1;85;4.15;2885.69
3165552;Setubinha;2017;6;24;1.1;29.01
3165552;Setubinha;2017;6;28;2.1;19.83
3165552;Setubinha;2017;6;29;2.2;81.49
3165552;Setubinha;2017;6;30;2.3;0.0
