COD_ENTE;MUN;NUM_ANO;NUM_PERI;COD_INDI;COD_EXIB;VAL_INDI
3170305;Umburatiba;2015;1;24;1.1;26.86
3170305;Umburatiba;2015;1;28;2.1;1.25
3170305;Umburatiba;2015;1;29;2.2;80.22
3170305;Umburatiba;2015;1;30;2.3;0.0
3170305;Umburatiba;2015;1;31;2.4;11.94
3170305;Umburatiba;2015;1;32;2.5;79.08
3170305;Umburatiba;2015;1;33;2.6;0.0
3170305;Umburatiba;2015;1;34;2.7;0.0
3170305;Umburatiba;2015;1;35;2.8;19.75
3170305;Umburatiba;2015;1;36;2.9;0.0
3170305;Umburatiba;2015;1;38;3.1;0.0
3170305;Umburatiba;2015;1;39;3.2;97.63
3170305;Umburatiba;2015;1;42;3.5;76.26
3170305;Umburatiba;2015;1;43;3.6;14.74
3170305;Umburatiba;2015;1;44;4.1;3207.27
3170305;Umburatiba;2015;1;45;4.2;4829.33
3170305;Umburatiba;2015;1;46;4.3;0.0
3170305;Umburatiba;2015;1;47;2.10;0.0
3170305;Umburatiba;2015;1;48;2.11;100.0
3170305;Umburatiba;2015;1;49;2.12;0.0
3170305;Umburatiba;2015;1;52;4.4;0.0
3170305;Umburatiba;2015;1;53;4.5;0.0
3170305;Umburatiba;2015;1;54;4.6;0.0
3170305;Umburatiba;2015;1;55;4.7;0.0
3170305;Umburatiba;2015;1;56;4.8;4528.82
3170305;Umburatiba;2015;1;57;4.9;4528.82
3170305;Umburatiba;2015;1;58;4.10;3794.23
3170305;Umburatiba;2015;1;59;4.11;733.8
3170305;Umburatiba;2015;1;60;4.12;0.0
3170305;Umburatiba;2015;1;65;5.1;5.2
3170305;Umburatiba;2015;1;67;1.2;90.34
3170305;Umburatiba;2015;1;68;1.3;9.66
3170305;Umburatiba;2015;1;73;5.5;1.9
3170305;Umburatiba;2015;1;75;5.7;1.2
3170305;Umburatiba;2015;1;82;5.3;96.9
3170305;Umburatiba;2015;1;84;4.14;0.0
3170305;Umburatiba;2015;1;85;4.15;3016.4
3170305;Umburatiba;2016;1;24;1.1;25.65
3170305;Umburatiba;2016;1;28;2.1;1.67
3170305;Umburatiba;2016;1;29;2.2;84.41
3170305;Umburatiba;2016;1;30;2.3;0.0
3170305;Umburatiba;2016;1;31;2.4;9.38
3170305;Umburatiba;2016;1;32;2.5;83.11
3170305;Umburatiba;2016;1;33;2.6;0.0
3170305;Umburatiba;2016;1;34;2.7;0.0
3170305;Umburatiba;2016;1;35;2.8;21.2
3170305;Umburatiba;2016;1;36;2.9;0.0
3170305;Umburatiba;2016;1;38;3.1;0.0
3170305;Umburatiba;2016;1;39;3.2;98.75
3170305;Umburatiba;2016;1;42;3.5;50.75
3170305;Umburatiba;2016;1;43;3.6;20.07
3170305;Umburatiba;2016;1;44;4.1;3692.61
3170305;Umburatiba;2016;1;45;4.2;6330.97
3170305;Umburatiba;2016;1;46;4.3;0.0
3170305;Umburatiba;2016;1;47;2.10;0.0
3170305;Umburatiba;2016;1;48;2.11;98.12
3170305;Umburatiba;2016;1;49;2.12;1.87
3170305;Umburatiba;2016;1;52;4.4;0.0
3170305;Umburatiba;2016;1;53;4.5;0.0
3170305;Umburatiba;2016;1;54;4.6;5000.0
3170305;Umburatiba;2016;1;55;4.7;0.0
3170305;Umburatiba;2016;1;56;4.8;5933.73
3170305;Umburatiba;2016;1;57;4.9;5933.73
3170305;Umburatiba;2016;1;58;4.10;3187.15
3170305;Umburatiba;2016;1;59;4.11;1260.52
3170305;Umburatiba;2016;1;60;4.12;0.0
3170305;Umburatiba;2016;1;65;5.1;5.2
3170305;Umburatiba;2016;1;67;1.2;79.51
3170305;Umburatiba;2016;1;68;1.3;20.49
3170305;Umburatiba;2016;1;73;5.5;7.4
3170305;Umburatiba;2016;1;75;5.7;0.3
3170305;Umburatiba;2016;1;82;5.3;92.3
3170305;Umburatiba;2016;1;84;4.14;0.0
3170305;Umburatiba;2016;1;85;4.15;3333.33
3170305;Umburatiba;2017;6;24;1.1;29.55
3170305;Umburatiba;2017;6;28;2.1;0.0
3170305;Umburatiba;2017;6;29;2.2;87.25
3170305;Umburatiba;2017;6;30;2.3;0.0
3170305;Umburatiba;2017;6;31;2.4;0.0
3170305;Umburatiba;2017;6;32;2.5;0.0
3170305;Umburatiba;2017;6;33;2.6;0.0
3170305;Umburatiba;2017;6;34;2.7;0.0
3170305;Umburatiba;2017;6;35;2.8;25.48
3170305;Umburatiba;2017;6;36;2.9;1.55
3170305;Umburatiba;2017;6;38;3.1;0.0
3170305;Umburatiba;2017;6;39;3.2;97.73
3170305;Umburatiba;2017;6;42;3.5;37.22
3170305;Umburatiba;2017;6;43;3.6;12.08
3170305;Umburatiba;2017;6;44;4.1;0.0
3170305;Umburatiba;2017;6;45;4.2;7665.06
3170305;Umburatiba;2017;6;46;4.3;0.0
3170305;Umburatiba;2017;6;47;2.10;0.0
3170305;Umburatiba;2017;6;48;2.11;110.53
3170305;Umburatiba;2017;6;49;2.12;1.68
3170305;Umburatiba;2017;6;52;4.4;0.0
3170305;Umburatiba;2017;6;53;4.5;0.0
3170305;Umburatiba;2017;6;54;4.6;631.0
3170305;Umburatiba;2017;6;55;4.7;0.0
3170305;Umburatiba;2017;6;56;4.8;6584.3
3170305;Umburatiba;2017;6;57;4.9;6584.3
3170305;Umburatiba;2017;6;58;4.10;2892.15
3170305;Umburatiba;2017;6;59;4.11;938.48
3170305;Umburatiba;2017;6;60;4.12;0.0
3170305;Umburatiba;2017;6;65;5.1;5.5
3170305;Umburatiba;2017;6;67;1.2;75.17
3170305;Umburatiba;2017;6;68;1.3;21.28
3170305;Umburatiba;2017;6;73;5.5;8.0
3170305;Umburatiba;2017;6;75;5.7;0.4
3170305;Umburatiba;2017;6;82;5.3;91.6
3170305;Umburatiba;2018;6;24;1.1;27.44
3170305;Umburatiba;2018;6;28;2.1;0.0
3170305;Umburatiba;2018;6;29;2.2;100.0
3170305;Umburatiba;2018;6;30;2.3;0.0
3170305;Umburatiba;2018;6;31;2.4;6.01
3170305;Umburatiba;2018;6;32;2.5;89.03
3170305;Umburatiba;2018;6;33;2.6;0.0
3170305;Umburatiba;2018;6;34;2.7;0.0
3170305;Umburatiba;2018;6;35;2.8;29.5
3170305;Umburatiba;2018;6;36;2.9;0.0
3170305;Umburatiba;2018;6;38;3.1;0.0
3170305;Umburatiba;2018;6;39;3.2;99.52
3170305;Umburatiba;2018;6;42;3.5;83.9
3170305;Umburatiba;2018;6;43;3.6;11.14
3170305;Umburatiba;2018;6;44;4.1;2297.3
3170305;Umburatiba;2018;6;45;4.2;8215.68
