COD_ENTE;MUN;NUM_ANO;NUM_PERI;COD_INDI;COD_EXIB;VAL_INDI
3145356;Novo Oriente de Minas;2015;1;24;1.1;28.03
3145356;Novo Oriente de Minas;2015;1;28;2.1;12.8
3145356;Novo Oriente de Minas;2015;1;29;2.2;62.47
3145356;Novo Oriente de Minas;2015;1;30;2.3;0.0
3145356;Novo Oriente de Minas;2015;1;31;2.4;20.61
3145356;Novo Oriente de Minas;2015;1;32;2.5;70.13
3145356;Novo Oriente de Minas;2015;1;33;2.6;0.0
3145356;Novo Oriente de Minas;2015;1;34;2.7;0.0
3145356;Novo Oriente de Minas;2015;1;35;2.8;31.84
3145356;Novo Oriente de Minas;2015;1;36;2.9;0.0
3145356;Novo Oriente de Minas;2015;1;38;3.1;1.03
3145356;Novo Oriente de Minas;2015;1;39;3.2;97.61
3145356;Novo Oriente de Minas;2015;1;42;3.5;57.44
3145356;Novo Oriente de Minas;2015;1;43;3.6;9.38
3145356;Novo Oriente de Minas;2015;1;44;4.1;3578.19
3145356;Novo Oriente de Minas;2015;1;45;4.2;5740.98
3145356;Novo Oriente de Minas;2015;1;46;4.3;0.0
3145356;Novo Oriente de Minas;2015;1;47;2.10;0.0
3145356;Novo Oriente de Minas;2015;1;48;2.11;101.04
3145356;Novo Oriente de Minas;2015;1;49;2.12;0.0
3145356;Novo Oriente de Minas;2015;1;52;4.4;0.0
3145356;Novo Oriente de Minas;2015;1;53;4.5;0.0
3145356;Novo Oriente de Minas;2015;1;54;4.6;0.0
3145356;Novo Oriente de Minas;2015;1;55;4.7;0.0
3145356;Novo Oriente de Minas;2015;1;56;4.8;5047.97
3145356;Novo Oriente de Minas;2015;1;57;4.9;5047.97
3145356;Novo Oriente de Minas;2015;1;58;4.10;3195.5
3145356;Novo Oriente de Minas;2015;1;59;4.11;521.99
3145356;Novo Oriente de Minas;2015;1;60;4.12;0.0
3145356;Novo Oriente de Minas;2015;1;65;5.1;5.3
3145356;Novo Oriente de Minas;2015;1;67;1.2;76.19
3145356;Novo Oriente de Minas;2015;1;68;1.3;23.81
3145356;Novo Oriente de Minas;2015;1;73;5.5;2.8
3145356;Novo Oriente de Minas;2015;1;75;5.7;1.4
3145356;Novo Oriente de Minas;2015;1;82;5.3;95.8
3145356;Novo Oriente de Minas;2015;1;84;4.14;4419.77
3145356;Novo Oriente de Minas;2015;1;85;4.15;3259.1
3145356;Novo Oriente de Minas;2016;1;24;1.1;25.11
3145356;Novo Oriente de Minas;2016;1;28;2.1;8.33
3145356;Novo Oriente de Minas;2016;1;29;2.2;78.5
3145356;Novo Oriente de Minas;2016;1;30;2.3;0.0
3145356;Novo Oriente de Minas;2016;1;31;2.4;12.17
3145356;Novo Oriente de Minas;2016;1;32;2.5;72.55
3145356;Novo Oriente de Minas;2016;1;33;2.6;0.0
3145356;Novo Oriente de Minas;2016;1;34;2.7;0.0
3145356;Novo Oriente de Minas;2016;1;35;2.8;32.37
3145356;Novo Oriente de Minas;2016;1;36;2.9;0.0
3145356;Novo Oriente de Minas;2016;1;38;3.1;4.57
3145356;Novo Oriente de Minas;2016;1;39;3.2;98.06
3145356;Novo Oriente de Minas;2016;1;42;3.5;48.51
3145356;Novo Oriente de Minas;2016;1;43;3.6;18.02
3145356;Novo Oriente de Minas;2016;1;44;4.1;2199.43
3145356;Novo Oriente de Minas;2016;1;45;4.2;7008.69
3145356;Novo Oriente de Minas;2016;1;46;4.3;0.0
3145356;Novo Oriente de Minas;2016;1;47;2.10;0.0
3145356;Novo Oriente de Minas;2016;1;48;2.11;104.09
3145356;Novo Oriente de Minas;2016;1;49;2.12;0.7
3145356;Novo Oriente de Minas;2016;1;52;4.4;0.0
3145356;Novo Oriente de Minas;2016;1;53;4.5;0.0
3145356;Novo Oriente de Minas;2016;1;54;4.6;3846.15
3145356;Novo Oriente de Minas;2016;1;55;4.7;0.0
3145356;Novo Oriente de Minas;2016;1;56;4.8;5295.02
3145356;Novo Oriente de Minas;2016;1;57;4.9;5295.02
3145356;Novo Oriente de Minas;2016;1;58;4.10;2975.78
3145356;Novo Oriente de Minas;2016;1;59;4.11;1105.88
3145356;Novo Oriente de Minas;2016;1;60;4.12;0.0
3145356;Novo Oriente de Minas;2016;1;65;5.1;5.3
3145356;Novo Oriente de Minas;2016;1;67;1.2;69.45
3145356;Novo Oriente de Minas;2016;1;68;1.3;30.55
3145356;Novo Oriente de Minas;2016;1;73;5.5;1.5
3145356;Novo Oriente de Minas;2016;1;75;5.7;0.9
3145356;Novo Oriente de Minas;2016;1;82;5.3;97.6
3145356;Novo Oriente de Minas;2016;1;84;4.14;2949.6
3145356;Novo Oriente de Minas;2016;1;85;4.15;1931.73
3145356;Novo Oriente de Minas;2017;6;24;1.1;25.57
3145356;Novo Oriente de Minas;2017;6;28;2.1;29.53
3145356;Novo Oriente de Minas;2017;6;29;2.2;70.47
3145356;Novo Oriente de Minas;2017;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2017;6;31;2.4;16.06
3145356;Novo Oriente de Minas;2017;6;32;2.5;63.96
3145356;Novo Oriente de Minas;2017;6;33;2.6;1.1
3145356;Novo Oriente de Minas;2017;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2017;6;35;2.8;46.41
3145356;Novo Oriente de Minas;2017;6;36;2.9;0.0
3145356;Novo Oriente de Minas;2017;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2017;6;39;3.2;97.78
3145356;Novo Oriente de Minas;2017;6;42;3.5;45.6
3145356;Novo Oriente de Minas;2017;6;43;3.6;32.83
3145356;Novo Oriente de Minas;2017;6;44;4.1;2925.79
3145356;Novo Oriente de Minas;2017;6;45;4.2;6289.39
3145356;Novo Oriente de Minas;2017;6;46;4.3;1032.84
3145356;Novo Oriente de Minas;2017;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2017;6;48;2.11;100.0
3145356;Novo Oriente de Minas;2017;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2017;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2017;6;53;4.5;0.0
3145356;Novo Oriente de Minas;2017;6;54;4.6;3500.0
3145356;Novo Oriente de Minas;2017;6;55;4.7;684.93
3145356;Novo Oriente de Minas;2017;6;56;4.8;4810.76
3145356;Novo Oriente de Minas;2017;6;57;4.9;4545.63
3145356;Novo Oriente de Minas;2017;6;58;4.10;2704.57
3145356;Novo Oriente de Minas;2017;6;59;4.11;1946.97
3145356;Novo Oriente de Minas;2017;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2017;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2017;6;65;5.1;6.2
3145356;Novo Oriente de Minas;2017;6;67;1.2;66.38
3145356;Novo Oriente de Minas;2017;6;68;1.3;33.62
3145356;Novo Oriente de Minas;2017;6;73;5.5;0.2
3145356;Novo Oriente de Minas;2017;6;75;5.7;0.4
3145356;Novo Oriente de Minas;2017;6;82;5.3;99.4
3145356;Novo Oriente de Minas;2017;6;84;4.14;2840.76
3145356;Novo Oriente de Minas;2017;6;85;4.15;2964.38
3145356;Novo Oriente de Minas;2018;6;24;1.1;26.72
3145356;Novo Oriente de Minas;2018;6;28;2.1;0.0
3145356;Novo Oriente de Minas;2018;6;29;2.2;71.45
3145356;Novo Oriente de Minas;2018;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2018;6;31;2.4;13.01
3145356;Novo Oriente de Minas;2018;6;32;2.5;64.64
3145356;Novo Oriente de Minas;2018;6;33;2.6;4.11
3145356;Novo Oriente de Minas;2018;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2018;6;35;2.8;28.27
3145356;Novo Oriente de Minas;2018;6;36;2.9;0.0
3145356;Novo Oriente de Minas;2018;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2018;6;39;3.2;98.41
3145356;Novo Oriente de Minas;2018;6;42;3.5;65.84
3145356;Novo Oriente de Minas;2018;6;43;3.6;15.02
3145356;Novo Oriente de Minas;2018;6;44;4.1;2125.77
3145356;Novo Oriente de Minas;2018;6;45;4.2;6021.51
3145356;Novo Oriente de Minas;2018;6;46;4.3;2750.24
3145356;Novo Oriente de Minas;2018;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2018;6;48;2.11;100.0
3145356;Novo Oriente de Minas;2018;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2018;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2018;6;53;4.5;0.0
3145356;Novo Oriente de Minas;2018;6;54;4.6;3462.8
3145356;Novo Oriente de Minas;2018;6;55;4.7;2144.84
3145356;Novo Oriente de Minas;2018;6;56;4.8;4419.49
3145356;Novo Oriente de Minas;2018;6;57;4.9;4289.57
3145356;Novo Oriente de Minas;2018;6;58;4.10;3559.5
3145356;Novo Oriente de Minas;2018;6;59;4.11;811.91
3145356;Novo Oriente de Minas;2018;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2018;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2018;6;65;5.1;6.2
3145356;Novo Oriente de Minas;2018;6;67;1.2;65.08
3145356;Novo Oriente de Minas;2018;6;68;1.3;34.92
3145356;Novo Oriente de Minas;2018;6;73;5.5;2.1
3145356;Novo Oriente de Minas;2018;6;75;5.7;1.0
3145356;Novo Oriente de Minas;2018;6;82;5.3;96.9
3145356;Novo Oriente de Minas;2018;6;84;4.14;2030.13
3145356;Novo Oriente de Minas;2018;6;85;4.15;2169.54
3145356;Novo Oriente de Minas;2019;6;24;1.1;31.49
3145356;Novo Oriente de Minas;2019;6;28;2.1;0.0
3145356;Novo Oriente de Minas;2019;6;29;2.2;81.87
3145356;Novo Oriente de Minas;2019;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2019;6;31;2.4;9.18
3145356;Novo Oriente de Minas;2019;6;32;2.5;79.76
3145356;Novo Oriente de Minas;2019;6;33;2.6;2.23
3145356;Novo Oriente de Minas;2019;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2019;6;35;2.8;37.83
3145356;Novo Oriente de Minas;2019;6;36;2.9;0.0
3145356;Novo Oriente de Minas;2019;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2019;6;39;3.2;98.63
3145356;Novo Oriente de Minas;2019;6;42;3.5;74.8
3145356;Novo Oriente de Minas;2019;6;43;3.6;16.36
3145356;Novo Oriente de Minas;2019;6;44;4.1;2034.88
3145356;Novo Oriente de Minas;2019;6;45;4.2;10109.68
3145356;Novo Oriente de Minas;2019;6;46;4.3;2023.81
3145356;Novo Oriente de Minas;2019;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2019;6;48;2.11;100.0
3145356;Novo Oriente de Minas;2019;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2019;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2019;6;53;4.5;0.0
3145356;Novo Oriente de Minas;2019;6;54;4.6;5000.0
3145356;Novo Oriente de Minas;2019;6;55;4.7;2142.86
3145356;Novo Oriente de Minas;2019;6;56;4.8;6687.43
3145356;Novo Oriente de Minas;2019;6;57;4.9;6427.86
3145356;Novo Oriente de Minas;2019;6;58;4.10;5487.6
3145356;Novo Oriente de Minas;2019;6;59;4.11;1199.83
3145356;Novo Oriente de Minas;2019;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2019;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2019;6;67;1.2;72.01
3145356;Novo Oriente de Minas;2019;6;68;1.3;27.99
3145356;Novo Oriente de Minas;2019;6;84;4.14;2777.78
3145356;Novo Oriente de Minas;2019;6;85;4.15;1694.92
3145356;Novo Oriente de Minas;2020;6;24;1.1;33.91
3145356;Novo Oriente de Minas;2020;6;28;2.1;0.0
3145356;Novo Oriente de Minas;2020;6;29;2.2;99.69
3145356;Novo Oriente de Minas;2020;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2020;6;31;2.4;0.0
3145356;Novo Oriente de Minas;2020;6;32;2.5;0.0
3145356;Novo Oriente de Minas;2020;6;33;2.6;0.0
3145356;Novo Oriente de Minas;2020;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2020;6;35;2.8;0.0
3145356;Novo Oriente de Minas;2020;6;36;2.9;0.0
3145356;Novo Oriente de Minas;2020;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2020;6;39;3.2;0.0
3145356;Novo Oriente de Minas;2020;6;42;3.5;0.0
3145356;Novo Oriente de Minas;2020;6;43;3.6;0.0
3145356;Novo Oriente de Minas;2020;6;44;4.1;1737.97
3145356;Novo Oriente de Minas;2020;6;45;4.2;11465.3
3145356;Novo Oriente de Minas;2020;6;46;4.3;0.0
3145356;Novo Oriente de Minas;2020;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2020;6;48;2.11;0.0
3145356;Novo Oriente de Minas;2020;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2020;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2020;6;53;4.5;5294.12
3145356;Novo Oriente de Minas;2020;6;54;4.6;0.0
3145356;Novo Oriente de Minas;2020;6;55;4.7;0.0
3145356;Novo Oriente de Minas;2020;6;56;4.8;7630.33
3145356;Novo Oriente de Minas;2020;6;57;4.9;7630.33
3145356;Novo Oriente de Minas;2020;6;58;4.10;0.0
3145356;Novo Oriente de Minas;2020;6;59;4.11;6255.46
3145356;Novo Oriente de Minas;2020;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2020;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2020;6;65;5.1;0.0
3145356;Novo Oriente de Minas;2020;6;66;5.2;0.0
3145356;Novo Oriente de Minas;2020;6;67;1.2;70.83
3145356;Novo Oriente de Minas;2020;6;68;1.3;28.86
3145356;Novo Oriente de Minas;2020;6;84;4.14;1838.24
3145356;Novo Oriente de Minas;2020;6;85;4.15;1680.67
3145356;Novo Oriente de Minas;2021;6;24;1.1;29.38
3145356;Novo Oriente de Minas;2021;6;28;2.1;8.98
3145356;Novo Oriente de Minas;2021;6;29;2.2;86.78
3145356;Novo Oriente de Minas;2021;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2021;6;31;2.4;9.09
3145356;Novo Oriente de Minas;2021;6;32;2.5;72.32
3145356;Novo Oriente de Minas;2021;6;33;2.6;0.0
3145356;Novo Oriente de Minas;2021;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2021;6;35;2.8;52.27
3145356;Novo Oriente de Minas;2021;6;36;2.9;0.8
3145356;Novo Oriente de Minas;2021;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2021;6;39;3.2;0.0
3145356;Novo Oriente de Minas;2021;6;42;3.5;0.0
3145356;Novo Oriente de Minas;2021;6;43;3.6;0.0
3145356;Novo Oriente de Minas;2021;6;44;4.1;2643.0
3145356;Novo Oriente de Minas;2021;6;45;4.2;12274.2
3145356;Novo Oriente de Minas;2021;6;46;4.3;0.0
3145356;Novo Oriente de Minas;2021;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2021;6;48;2.11;0.0
3145356;Novo Oriente de Minas;2021;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2021;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2021;6;53;4.5;2132.44
3145356;Novo Oriente de Minas;2021;6;54;4.6;0.0
3145356;Novo Oriente de Minas;2021;6;55;4.7;0.0
3145356;Novo Oriente de Minas;2021;6;56;4.8;10558.45
3145356;Novo Oriente de Minas;2021;6;57;4.9;10558.45
3145356;Novo Oriente de Minas;2021;6;58;4.10;4910.78
3145356;Novo Oriente de Minas;2021;6;59;4.11;458.92
3145356;Novo Oriente de Minas;2021;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2021;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2021;6;67;1.2;81.24
3145356;Novo Oriente de Minas;2021;6;68;1.3;14.52
3145356;Novo Oriente de Minas;2021;6;84;4.14;2642.69
3145356;Novo Oriente de Minas;2021;6;85;4.15;2643.15
3145356;Novo Oriente de Minas;2022;6;24;1.1;26.75
3145356;Novo Oriente de Minas;2022;6;28;2.1;8.7
3145356;Novo Oriente de Minas;2022;6;29;2.2;83.15
3145356;Novo Oriente de Minas;2022;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2022;6;31;2.4;17.42
3145356;Novo Oriente de Minas;2022;6;32;2.5;60.72
3145356;Novo Oriente de Minas;2022;6;33;2.6;0.0
3145356;Novo Oriente de Minas;2022;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2022;6;35;2.8;29.82
3145356;Novo Oriente de Minas;2022;6;36;2.9;0.0
3145356;Novo Oriente de Minas;2022;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2022;6;39;3.2;0.0
3145356;Novo Oriente de Minas;2022;6;42;3.5;0.0
3145356;Novo Oriente de Minas;2022;6;43;3.6;0.0
3145356;Novo Oriente de Minas;2022;6;44;4.1;6221.12
3145356;Novo Oriente de Minas;2022;6;45;4.2;13050.29
3145356;Novo Oriente de Minas;2022;6;46;4.3;0.0
3145356;Novo Oriente de Minas;2022;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2022;6;48;2.11;0.0
3145356;Novo Oriente de Minas;2022;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2022;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2022;6;53;4.5;0.0
3145356;Novo Oriente de Minas;2022;6;54;4.6;0.0
3145356;Novo Oriente de Minas;2022;6;55;4.7;0.0
3145356;Novo Oriente de Minas;2022;6;56;4.8;13416.79
3145356;Novo Oriente de Minas;2022;6;57;4.9;13416.79
3145356;Novo Oriente de Minas;2022;6;58;4.10;6291.01
3145356;Novo Oriente de Minas;2022;6;59;4.11;199.3
3145356;Novo Oriente de Minas;2022;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2022;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2022;6;67;1.2;80.08
3145356;Novo Oriente de Minas;2022;6;68;1.3;11.77
3145356;Novo Oriente de Minas;2022;6;84;4.14;3442.91
3145356;Novo Oriente de Minas;2022;6;85;4.15;7426.13
3145356;Novo Oriente de Minas;2023;6;24;1.1;35.92
3145356;Novo Oriente de Minas;2023;6;28;2.1;9.03
3145356;Novo Oriente de Minas;2023;6;29;2.2;84.91
3145356;Novo Oriente de Minas;2023;6;30;2.3;0.0
3145356;Novo Oriente de Minas;2023;6;31;2.4;7.94
3145356;Novo Oriente de Minas;2023;6;32;2.5;68.09
3145356;Novo Oriente de Minas;2023;6;33;2.6;0.0
3145356;Novo Oriente de Minas;2023;6;34;2.7;0.0
3145356;Novo Oriente de Minas;2023;6;35;2.8;31.74
3145356;Novo Oriente de Minas;2023;6;36;2.9;0.36
3145356;Novo Oriente de Minas;2023;6;38;3.1;0.0
3145356;Novo Oriente de Minas;2023;6;39;3.2;0.0
3145356;Novo Oriente de Minas;2023;6;42;3.5;0.0
3145356;Novo Oriente de Minas;2023;6;43;3.6;0.0
3145356;Novo Oriente de Minas;2023;6;44;4.1;3358.37
3145356;Novo Oriente de Minas;2023;6;45;4.2;18282.73
3145356;Novo Oriente de Minas;2023;6;46;4.3;0.0
3145356;Novo Oriente de Minas;2023;6;47;2.10;0.0
3145356;Novo Oriente de Minas;2023;6;48;2.11;0.0
3145356;Novo Oriente de Minas;2023;6;49;2.12;0.0
3145356;Novo Oriente de Minas;2023;6;52;4.4;0.0
3145356;Novo Oriente de Minas;2023;6;53;4.5;10516.73
3145356;Novo Oriente de Minas;2023;6;54;4.6;0.0
3145356;Novo Oriente de Minas;2023;6;55;4.7;0.0
3145356;Novo Oriente de Minas;2023;6;56;4.8;16015.91
3145356;Novo Oriente de Minas;2023;6;57;4.9;16015.91
3145356;Novo Oriente de Minas;2023;6;58;4.10;7035.32
3145356;Novo Oriente de Minas;2023;6;59;4.11;0.0
3145356;Novo Oriente de Minas;2023;6;60;4.12;0.0
3145356;Novo Oriente de Minas;2023;6;61;4.13;0.0
3145356;Novo Oriente de Minas;2023;6;67;1.2;92.02
3145356;Novo Oriente de Minas;2023;6;68;1.3;1.91
3145356;Novo Oriente de Minas;2023;6;84;4.14;3789.36
3145356;Novo Oriente de Minas;2023;6;85;4.15;3118.32
3145356;Novo Oriente de Minas;2024;6;24;1.1;27.13
3145356;Novo Oriente de Minas;2024;6;28;2.1;10.77
3145356;Novo Oriente de Minas;2024;6;29;2.2;86.04
3145356;Novo Oriente de Minas;2024;6;31;2.4;7.1
3145356;Novo Oriente de Minas;2024;6;32;2.5;62.29
3145356;Novo Oriente de Minas;2024;6;35;2.8;30.52
3145356;Novo Oriente de Minas;2024;6;36;2.9;1.91
3145356;Novo Oriente de Minas;2024;6;44;4.1;3220.03
3145356;Novo Oriente de Minas;2024;6;45;4.2;19144.5
3145356;Novo Oriente de Minas;2024;6;53;4.5;6726.12
3145356;Novo Oriente de Minas;2024;6;56;4.8;17796.48
3145356;Novo Oriente de Minas;2024;6;57;4.9;17796.48
3145356;Novo Oriente de Minas;2024;6;58;4.10;8990.27
3145356;Novo Oriente de Minas;2024;6;59;4.11;3.82
3145356;Novo Oriente de Minas;2024;6;67;1.2;96.76
3145356;Novo Oriente de Minas;2024;6;68;1.3;0.04
3145356;Novo Oriente de Minas;2024;6;85;4.15;3220.18
