COD_ENTE;MUN;NUM_ANO;NUM_PERI;COD_INDI;COD_EXIB;VAL_INDI
3120151;Crisólita;2015;1;24;1.1;25.58
3120151;Crisólita;2015;1;28;2.1;6.43
3120151;Crisólita;2015;1;29;2.2;87.92
3120151;Crisólita;2015;1;30;2.3;0.0
3120151;Crisólita;2015;1;31;2.4;11.21
3120151;Crisólita;2015;1;32;2.5;81.81
3120151;Crisólita;2015;1;33;2.6;0.0
3120151;Crisólita;2015;1;34;2.7;0.0
3120151;Crisólita;2015;1;35;2.8;32.0
3120151;Crisólita;2015;1;36;2.9;0.07
3120151;Crisólita;2015;1;38;3.1;2.43
3120151;Crisólita;2015;1;39;3.2;97.52
3120151;Crisólita;2015;1;42;3.5;41.74
3120151;Crisólita;2015;1;43;3.6;20.76
3120151;Crisólita;2015;1;44;4.1;2578.54
3120151;Crisólita;2015;1;45;4.2;4437.67
3120151;Crisólita;2015;1;46;4.3;0.0
3120151;Crisólita;2015;1;47;2.10;0.0
3120151;Crisólita;2015;1;48;2.11;102.35
3120151;Crisólita;2015;1;49;2.12;0.14
3120151;Crisólita;2015;1;52;4.4;0.0
3120151;Crisólita;2015;1;53;4.5;0.0
3120151;Crisólita;2015;1;54;4.6;0.0
3120151;Crisólita;2015;1;55;4.7;0.0
3120151;Crisólita;2015;1;56;4.8;4082.9
3120151;Crisólita;2015;1;57;4.9;4082.9
3120151;Crisólita;2015;1;58;4.10;1833.66
3120151;Crisólita;2015;1;59;4.11;911.88
3120151;Crisólita;2015;1;60;4.12;0.0
3120151;Crisólita;2015;1;65;5.1;5.0
3120151;Crisólita;2015;1;66;5.2;4.0
3120151;Crisólita;2015;1;67;1.2;61.08
3120151;Crisólita;2015;1;68;1.3;38.61
3120151;Crisólita;2015;1;73;5.5;3.7
3120151;Crisólita;2015;1;75;5.7;2.7
3120151;Crisólita;2015;1;82;5.3;93.6
3120151;Crisólita;2015;1;84;4.14;2690.42
3120151;Crisólita;2015;1;85;4.15;2518.37
3120151;Crisólita;2016;1;24;1.1;29.93
3120151;Crisólita;2016;1;28;2.1;28.79
3120151;Crisólita;2016;1;29;2.2;84.29
3120151;Crisólita;2016;1;30;2.3;0.0
3120151;Crisólita;2016;1;31;2.4;21.09
3120151;Crisólita;2016;1;32;2.5;61.31
3120151;Crisólita;2016;1;33;2.6;0.0
3120151;Crisólita;2016;1;34;2.7;0.0
3120151;Crisólita;2016;1;35;2.8;34.84
3120151;Crisólita;2016;1;36;2.9;0.0
3120151;Crisólita;2016;1;38;3.1;1.83
3120151;Crisólita;2016;1;39;3.2;97.79
3120151;Crisólita;2016;1;42;3.5;50.59
3120151;Crisólita;2016;1;43;3.6;13.46
3120151;Crisólita;2016;1;44;4.1;5514.47
3120151;Crisólita;2016;1;45;4.2;5209.01
3120151;Crisólita;2016;1;46;4.3;0.0
3120151;Crisólita;2016;1;47;2.10;0.0
3120151;Crisólita;2016;1;48;2.11;104.95
3120151;Crisólita;2016;1;49;2.12;0.32
3120151;Crisólita;2016;1;52;4.4;0.0
3120151;Crisólita;2016;1;53;4.5;2974.33
3120151;Crisólita;2016;1;54;4.6;2739.0
3120151;Crisólita;2016;1;55;4.7;0.0
3120151;Crisólita;2016;1;56;4.8;5163.86
3120151;Crisólita;2016;1;57;4.9;5163.86
3120151;Crisólita;2016;1;58;4.10;3080.46
3120151;Crisólita;2016;1;59;4.11;819.57
3120151;Crisólita;2016;1;60;4.12;0.0
3120151;Crisólita;2016;1;65;5.1;5.0
